Node.1	Node.2	Phi	Phi_tilde	wTO
ENSG00000129295	ENSG00000182149	g	g.Ctrl_TCX	-0.52
ENSG00000011007	ENSG00000182149	g	g.Ctrl_TCX	0.52
ENSG00000159176	ENSG00000182149	g	g.Ctrl_TCX	0.51
ENSG00000134317	ENSG00000182149	g	g.Ctrl_TCX	-0.51
ENSG00000182149	ENSG00000163689	g	g.Ctrl_TCX	-0.51
ENSG00000185760	ENSG00000153814	g	g.Ctrl_TCX	0.51
ENSG00000186952	ENSG00000160307	g	g.Ctrl_TCX	-0.5
ENSG00000117362	ENSG00000160307	g	g.Ctrl_TCX	0.52
ENSG00000182149	ENSG00000160307	g	g.Ctrl_TCX	0.52
ENSG00000153814	ENSG00000160307	g	g.Ctrl_TCX	-0.53
ENSG00000104825	ENSG00000145592	g	g.Ctrl_TCX	0.52
ENSG00000160307	ENSG00000145592	g	g.Ctrl_TCX	0.51
ENSG00000161671	ENSG00000145819	g	g.Ctrl_TCX	-0.52
ENSG00000182149	ENSG00000147533	g	g.Ctrl_TCX	0.52
ENSG00000151376	ENSG00000204439	g	g.Ctrl_TCX	-0.51
ENSG00000157916	ENSG00000170579	g	g.Ctrl_TCX	-0.54
ENSG00000161671	ENSG00000170579	g	g.Ctrl_TCX	-0.54
ENSG00000204439	ENSG00000170579	g	g.Ctrl_TCX	-0.52
ENSG00000151376	ENSG00000227198	g	g.Ctrl_TCX	-0.51
ENSG00000170579	ENSG00000227198	g	g.Ctrl_TCX	-0.52
ENSG00000185760	ENSG00000156395	g	g.Ctrl_TCX	0.51
ENSG00000149357	ENSG00000099203	g	g.Ctrl_TCX	0.52
ENSG00000135446	ENSG00000099203	g	g.Ctrl_TCX	0.52
ENSG00000153814	ENSG00000099203	g	g.Ctrl_TCX	-0.52
ENSG00000182149	ENSG00000009954	g	g.Ctrl_TCX	0.51
ENSG00000117362	ENSG00000229151	g	g.Ctrl_TCX	-0.52
ENSG00000161671	ENSG00000229151	g	g.Ctrl_TCX	-0.53
ENSG00000153814	ENSG00000229151	g	g.Ctrl_TCX	0.53
ENSG00000204439	ENSG00000229151	g	g.Ctrl_TCX	-0.52
ENSG00000227198	ENSG00000229151	g	g.Ctrl_TCX	-0.52
ENSG00000229151	ENSG00000052126	g	g.Ctrl_TCX	0.53
ENSG00000182149	ENSG00000137106	g	g.Ctrl_TCX	0.52
ENSG00000170579	ENSG00000137106	g	g.Ctrl_TCX	-0.51
ENSG00000182149	ENSG00000126878	g	g.Ctrl_TCX	0.52
ENSG00000182149	ENSG00000167995	g	g.Ctrl_TCX	0.52
ENSG00000182149	ENSG00000167996	g	g.Ctrl_TCX	0.52
ENSG00000166441	ENSG00000181924	g	g.Ctrl_TCX	0.51
ENSG00000135446	ENSG00000181924	g	g.Ctrl_TCX	0.51
ENSG00000161671	ENSG00000181924	g	g.Ctrl_TCX	0.53
ENSG00000153814	ENSG00000181924	g	g.Ctrl_TCX	-0.51
ENSG00000137106	ENSG00000181924	g	g.Ctrl_TCX	0.51
ENSG00000161671	ENSG00000254733	g	g.Ctrl_TCX	-0.53
ENSG00000204439	ENSG00000254733	g	g.Ctrl_TCX	-0.52
ENSG00000227198	ENSG00000254733	g	g.Ctrl_TCX	-0.52
ENSG00000186952	ENSG00000257522	g	g.Ctrl_TCX	0.52
ENSG00000182149	ENSG00000257522	g	g.Ctrl_TCX	-0.51
ENSG00000182149	ENSG00000109099	g	g.Ctrl_TCX	0.52
ENSG00000182149	ENSG00000108387	g	g.Ctrl_TCX	0.52
ENSG00000182149	ENSG00000125457	g	g.Ctrl_TCX	0.52
ENSG00000182149	ENSG00000088756	g	g.Ctrl_TCX	-0.5
ENSG00000161671	ENSG00000100226	g	g.Ctrl_TCX	0.53
ENSG00000182149	ENSG00000100226	g	g.Ctrl_TCX	0.52
ENSG00000104825	ENSG00000142676	g	g.Ctrl_TCX	0.53
ENSG00000239779	ENSG00000271853	g	g.Ctrl_TCX	0.52
ENSG00000239779	ENSG00000254741	g	g.Ctrl_TCX	0.52
ENSG00000213204	ENSG00000274049	g	g.Ctrl_TCX	-0.53
ENSG00000239779	ENSG00000274049	g	g.Ctrl_TCX	0.54
ENSG00000106603	ENSG00000274049	g	g.Ctrl_TCX	-0.52
ENSG00000106330	ENSG00000274049	g	g.Ctrl_TCX	0.53
ENSG00000071889	ENSG00000274049	g	g.Ctrl_TCX	0.53
ENSG00000262481	ENSG00000274049	g	g.Ctrl_TCX	0.53
ENSG00000161677	ENSG00000274049	g	g.Ctrl_TCX	0.53
ENSG00000104825	ENSG00000284922	g	g.Ctrl_TCX	0.54
ENSG00000239779	ENSG00000284922	g	g.Ctrl_TCX	0.54
ENSG00000213204	ENSG00000260669	g	g.Ctrl_TCX	-0.52
ENSG00000104825	ENSG00000260669	g	g.Ctrl_TCX	0.53
ENSG00000239779	ENSG00000260669	g	g.Ctrl_TCX	0.53
ENSG00000149932	ENSG00000260669	g	g.Ctrl_TCX	0.52
ENSG00000239779	ENSG00000262560	g	g.Ctrl_TCX	0.51
ENSG00000239779	ENSG00000257949	g	g.Ctrl_TCX	0.51
ENSG00000213204	ENSG00000268193	g	g.Ctrl_TCX	-0.53
ENSG00000239779	ENSG00000268193	g	g.Ctrl_TCX	0.53
ENSG00000262481	ENSG00000268193	g	g.Ctrl_TCX	0.52
ENSG00000239779	ENSG00000268983	g	g.Ctrl_TCX	0.54
ENSG00000182149	ENSG00000187514	g	g.Ctrl_TCX	0.52
ENSG00000182149	ENSG00000242428	g	g.Ctrl_TCX	-0.51
ENSG00000149932	ENSG00000168028	g	g.Ctrl_TCX	0.51
ENSG00000160307	ENSG00000198585	g	g.Ctrl_TCX	0.53
ENSG00000182149	ENSG00000214944	g	g.Ctrl_TCX	-0.5
ENSG00000182149	ENSG00000196743	g	g.Ctrl_TCX	0.52
ENSG00000147533	ENSG00000196743	g	g.Ctrl_TCX	0.51
ENSG00000104825	ENSG00000270800	g	g.Ctrl_TCX	0.53
ENSG00000182149	ENSG00000253133	g	g.Ctrl_TCX	0.52
ENSG00000160307	ENSG00000253133	g	g.Ctrl_TCX	0.51
ENSG00000134775	ENSG00000268854	g	g.Ctrl_TCX	-0.53
ENSG00000161671	ENSG00000268854	g	g.Ctrl_TCX	0.53
ENSG00000170579	ENSG00000268854	g	g.Ctrl_TCX	-0.54
ENSG00000181924	ENSG00000268854	g	g.Ctrl_TCX	0.53
ENSG00000254733	ENSG00000268854	g	g.Ctrl_TCX	-0.53
ENSG00000149932	ENSG00000169738	g	g.Ctrl_TCX	0.52
ENSG00000149932	ENSG00000171858	g	g.Ctrl_TCX	0.51
ENSG00000182149	ENSG00000264672	g	g.Ctrl_TCX	0.52
ENSG00000182149	ENSG00000278730	g	g.Ctrl_TCX	0.51
