Node.1	Node.2	Phi	Phi_tilde	wTO
ENSG00000109738	ENSG00000172209	a	a	0.54
ENSG00000085365	ENSG00000172209	a	a	0.55
ENSG00000118402	ENSG00000172209	g	g.AD_TCX	0.54
ENSG00000079785	ENSG00000106299	a	a	0.56
ENSG00000136531	ENSG00000106299	a	a	0.55
ENSG00000075790	ENSG00000106299	a	a	0.55
ENSG00000123570	ENSG00000106299	g	g.AD_TCX	0.55
ENSG00000107758	ENSG00000106299	a	a	0.55
ENSG00000005249	ENSG00000106299	a	a	0.54
ENSG00000070961	ENSG00000106299	g	g.AD_TCX	0.55
ENSG00000226849	ENSG00000106299	g	g.AD_TCX	-0.53
ENSG00000163536	ENSG00000106299	g	g.AD_TCX	0.55
ENSG00000109158	ENSG00000106299	a	a	0.55
ENSG00000109738	ENSG00000106299	g	g.AD_TCX	0.54
ENSG00000085365	ENSG00000106299	a	a	0.55
ENSG00000118402	ENSG00000106299	g	g.AD_TCX	0.55
ENSG00000172209	ENSG00000106299	a	a	0.55
ENSG00000079785	ENSG00000186106	a	a	0.56
ENSG00000136531	ENSG00000186106	a	a	0.55
ENSG00000075790	ENSG00000186106	a	a	0.55
ENSG00000123570	ENSG00000186106	g	g.AD_TCX	0.55
ENSG00000107758	ENSG00000186106	a	a	0.55
ENSG00000005249	ENSG00000186106	g	g.AD_TCX	0.53
ENSG00000070961	ENSG00000186106	g	g.AD_TCX	0.55
ENSG00000226849	ENSG00000186106	g	g.AD_TCX	-0.52
ENSG00000163536	ENSG00000186106	g	g.AD_TCX	0.54
ENSG00000109158	ENSG00000186106	a	a	0.54
ENSG00000109738	ENSG00000186106	g	g.AD_TCX	0.54
ENSG00000085365	ENSG00000186106	a	a	0.55
ENSG00000118402	ENSG00000186106	g	g.AD_TCX	0.54
ENSG00000172209	ENSG00000186106	a	a	0.55
ENSG00000106299	ENSG00000186106	g	g.AD_TCX	0.55
ENSG00000079785	ENSG00000119318	g	g.AD_TCX	0.55
ENSG00000136531	ENSG00000119318	g	g.AD_TCX	0.54
ENSG00000075790	ENSG00000119318	g	g.AD_TCX	0.54
ENSG00000123570	ENSG00000119318	g	g.AD_TCX	0.53
ENSG00000107758	ENSG00000119318	g	g.AD_TCX	0.54
ENSG00000070961	ENSG00000119318	g	g.AD_TCX	0.54
ENSG00000226849	ENSG00000119318	g	g.AD_TCX	-0.51
ENSG00000163536	ENSG00000119318	g	g.AD_TCX	0.53
ENSG00000109158	ENSG00000119318	g	g.AD_TCX	0.54
ENSG00000109738	ENSG00000119318	g	g.AD_TCX	0.53
ENSG00000085365	ENSG00000119318	g	g.AD_TCX	0.55
ENSG00000118402	ENSG00000119318	g	g.AD_TCX	0.52
ENSG00000172209	ENSG00000119318	g	g.AD_TCX	0.54
ENSG00000106299	ENSG00000119318	g	g.AD_TCX	0.55
ENSG00000186106	ENSG00000119318	g	g.AD_TCX	0.54
ENSG00000079785	ENSG00000149313	a	a	0.56
ENSG00000136531	ENSG00000149313	a	a	0.55
ENSG00000075790	ENSG00000149313	a	a	0.55
ENSG00000123570	ENSG00000149313	a	a	0.55
ENSG00000107758	ENSG00000149313	a	a	0.55
ENSG00000005249	ENSG00000149313	g	g.AD_TCX	0.54
ENSG00000070961	ENSG00000149313	g	g.AD_TCX	0.55
ENSG00000226849	ENSG00000149313	g	g.AD_TCX	-0.53
ENSG00000163536	ENSG00000149313	a	a	0.55
ENSG00000109158	ENSG00000149313	a	a	0.55
ENSG00000109738	ENSG00000149313	a	a	0.55
ENSG00000085365	ENSG00000149313	a	a	0.56
ENSG00000118402	ENSG00000149313	g	g.AD_TCX	0.55
ENSG00000172209	ENSG00000149313	a	a	0.55
ENSG00000106299	ENSG00000149313	a	a	0.56
ENSG00000186106	ENSG00000149313	a	a	0.56
ENSG00000119318	ENSG00000149313	a	a	0.55
ENSG00000079785	ENSG00000156642	a	a	0.56
ENSG00000136531	ENSG00000156642	a	a	0.56
ENSG00000075790	ENSG00000156642	a	a	0.55
ENSG00000123570	ENSG00000156642	a	a	0.55
ENSG00000107758	ENSG00000156642	a	a	0.56
ENSG00000005249	ENSG00000156642	a	a	0.55
ENSG00000070961	ENSG00000156642	g	g.AD_TCX	0.56
ENSG00000226849	ENSG00000156642	g	g.AD_TCX	-0.51
ENSG00000163536	ENSG00000156642	g	g.AD_TCX	0.55
ENSG00000109158	ENSG00000156642	a	a	0.56
ENSG00000109738	ENSG00000156642	a	a	0.55
ENSG00000085365	ENSG00000156642	g	g.AD_TCX	0.55
ENSG00000118402	ENSG00000156642	g	g.AD_TCX	0.55
ENSG00000172209	ENSG00000156642	g	g.AD_TCX	0.55
ENSG00000106299	ENSG00000156642	g	g.AD_TCX	0.55
ENSG00000186106	ENSG00000156642	g	g.AD_TCX	0.55
ENSG00000149313	ENSG00000156642	a	a	0.55
ENSG00000079785	ENSG00000134265	a	a	0.56
ENSG00000136531	ENSG00000134265	a	a	0.55
ENSG00000075790	ENSG00000134265	a	a	0.55
ENSG00000123570	ENSG00000134265	a	a	0.55
ENSG00000107758	ENSG00000134265	a	a	0.55
ENSG00000005249	ENSG00000134265	g	g.AD_TCX	0.54
ENSG00000070961	ENSG00000134265	g	g.AD_TCX	0.55
ENSG00000226849	ENSG00000134265	g	g.AD_TCX	-0.52
ENSG00000163536	ENSG00000134265	g	g.AD_TCX	0.55
ENSG00000109158	ENSG00000134265	a	a	0.55
ENSG00000109738	ENSG00000134265	a	a	0.54
ENSG00000085365	ENSG00000134265	a	a	0.56
ENSG00000118402	ENSG00000134265	g	g.AD_TCX	0.55
ENSG00000172209	ENSG00000134265	a	a	0.55
ENSG00000106299	ENSG00000134265	g	g.AD_TCX	0.56
ENSG00000186106	ENSG00000134265	a	a	0.55
ENSG00000119318	ENSG00000134265	g	g.AD_TCX	0.55
ENSG00000149313	ENSG00000134265	a	a	0.56
ENSG00000156642	ENSG00000134265	g	g.AD_TCX	0.55
ENSG00000079785	ENSG00000061676	a	a	0.55
ENSG00000136531	ENSG00000061676	a	a	0.54
ENSG00000075790	ENSG00000061676	a	a	0.54
ENSG00000123570	ENSG00000061676	a	a	0.54
ENSG00000107758	ENSG00000061676	a	a	0.55
ENSG00000005249	ENSG00000061676	a	a	0.54
ENSG00000070961	ENSG00000061676	a	a	0.55
ENSG00000163536	ENSG00000061676	a	a	0.54
ENSG00000109158	ENSG00000061676	a	a	0.55
ENSG00000109738	ENSG00000061676	a	a	0.55
ENSG00000085365	ENSG00000061676	a	a	0.55
ENSG00000118402	ENSG00000061676	a	a	0.54
ENSG00000172209	ENSG00000061676	a	a	0.55
ENSG00000106299	ENSG00000061676	a	a	0.55
ENSG00000186106	ENSG00000061676	a	a	0.55
ENSG00000119318	ENSG00000061676	g	g.AD_TCX	0.55
ENSG00000149313	ENSG00000061676	a	a	0.55
ENSG00000156642	ENSG00000061676	a	a	0.55
ENSG00000134265	ENSG00000061676	a	a	0.55
ENSG00000079785	ENSG00000113966	a	a	0.55
ENSG00000136531	ENSG00000113966	a	a	0.54
ENSG00000075790	ENSG00000113966	a	a	0.54
ENSG00000123570	ENSG00000113966	a	a	0.54
ENSG00000107758	ENSG00000113966	a	a	0.54
ENSG00000005249	ENSG00000113966	g	g.AD_TCX	0.53
ENSG00000070961	ENSG00000113966	a	a	0.54
ENSG00000163536	ENSG00000113966	g	g.AD_TCX	0.54
ENSG00000109158	ENSG00000113966	a	a	0.54
ENSG00000109738	ENSG00000113966	a	a	0.54
ENSG00000085365	ENSG00000113966	a	a	0.55
ENSG00000118402	ENSG00000113966	a	a	0.54
ENSG00000172209	ENSG00000113966	a	a	0.54
ENSG00000106299	ENSG00000113966	a	a	0.54
ENSG00000186106	ENSG00000113966	a	a	0.55
ENSG00000119318	ENSG00000113966	g	g.AD_TCX	0.53
ENSG00000149313	ENSG00000113966	a	a	0.55
ENSG00000156642	ENSG00000113966	a	a	0.55
ENSG00000134265	ENSG00000113966	a	a	0.55
ENSG00000061676	ENSG00000113966	a	a	0.54
ENSG00000136531	ENSG00000005810	a	a	0.54
ENSG00000123570	ENSG00000005810	g	g.AD_TCX	0.54
ENSG00000107758	ENSG00000005810	g	g.AD_TCX	0.54
ENSG00000005249	ENSG00000005810	g	g.AD_TCX	0.54
ENSG00000070961	ENSG00000005810	a	a	0.55
ENSG00000163536	ENSG00000005810	a	a	0.54
ENSG00000109158	ENSG00000005810	a	a	0.55
ENSG00000109738	ENSG00000005810	a	a	0.54
ENSG00000085365	ENSG00000005810	g	g.AD_TCX	0.53
ENSG00000118402	ENSG00000005810	g	g.AD_TCX	0.54
ENSG00000172209	ENSG00000005810	g	g.AD_TCX	0.54
ENSG00000106299	ENSG00000005810	g	g.AD_TCX	0.54
ENSG00000186106	ENSG00000005810	g	g.AD_TCX	0.53
ENSG00000119318	ENSG00000005810	g	g.AD_TCX	0.53
ENSG00000149313	ENSG00000005810	g	g.AD_TCX	0.54
ENSG00000156642	ENSG00000005810	g	g.AD_TCX	0.55
ENSG00000134265	ENSG00000005810	g	g.AD_TCX	0.53
ENSG00000113966	ENSG00000005810	a	a	0.53
ENSG00000079785	ENSG00000133943	a	a	-0.54
ENSG00000136531	ENSG00000133943	a	a	-0.54
ENSG00000123570	ENSG00000133943	a	a	-0.54
ENSG00000107758	ENSG00000133943	a	a	-0.54
ENSG00000005249	ENSG00000133943	a	a	-0.53
ENSG00000070961	ENSG00000133943	g	g.AD_TCX	-0.54
ENSG00000163536	ENSG00000133943	a	a	-0.53
ENSG00000109158	ENSG00000133943	g	g.AD_TCX	-0.54
ENSG00000109738	ENSG00000133943	a	a	-0.53
ENSG00000085365	ENSG00000133943	a	a	-0.53
ENSG00000118402	ENSG00000133943	a	a	-0.53
ENSG00000172209	ENSG00000133943	g	g.AD_TCX	-0.53
ENSG00000106299	ENSG00000133943	a	a	-0.54
ENSG00000186106	ENSG00000133943	a	a	-0.53
ENSG00000119318	ENSG00000133943	g	g.AD_TCX	-0.53
ENSG00000149313	ENSG00000133943	g	g.AD_TCX	-0.54
ENSG00000156642	ENSG00000133943	a	a	-0.55
ENSG00000134265	ENSG00000133943	g	g.AD_TCX	-0.54
ENSG00000079785	ENSG00000117155	a	a	0.53
ENSG00000136531	ENSG00000117155	a	a	0.55
ENSG00000075790	ENSG00000117155	a	a	0.53
ENSG00000123570	ENSG00000117155	g	g.AD_TCX	0.54
ENSG00000107758	ENSG00000117155	a	a	0.55
ENSG00000005249	ENSG00000117155	a	a	0.53
ENSG00000070961	ENSG00000117155	a	a	0.55
ENSG00000163536	ENSG00000117155	a	a	0.54
ENSG00000109158	ENSG00000117155	a	a	0.54
ENSG00000109738	ENSG00000117155	a	a	0.54
ENSG00000085365	ENSG00000117155	g	g.AD_TCX	0.53
ENSG00000118402	ENSG00000117155	a	a	0.53
ENSG00000172209	ENSG00000117155	g	g.AD_TCX	0.53
ENSG00000106299	ENSG00000117155	a	a	0.54
ENSG00000186106	ENSG00000117155	g	g.AD_TCX	0.53
ENSG00000149313	ENSG00000117155	g	g.AD_TCX	0.53
ENSG00000156642	ENSG00000117155	g	g.AD_TCX	0.55
ENSG00000134265	ENSG00000117155	g	g.AD_TCX	0.53
ENSG00000061676	ENSG00000117155	a	a	0.54
ENSG00000113966	ENSG00000117155	a	a	0.52
ENSG00000005810	ENSG00000117155	a	a	0.53
ENSG00000079785	ENSG00000162636	a	a	0.55
ENSG00000136531	ENSG00000162636	a	a	0.56
ENSG00000075790	ENSG00000162636	a	a	0.55
ENSG00000123570	ENSG00000162636	a	a	0.55
ENSG00000107758	ENSG00000162636	a	a	0.55
ENSG00000005249	ENSG00000162636	g	g.AD_TCX	0.53
ENSG00000070961	ENSG00000162636	g	g.AD_TCX	0.55
ENSG00000163536	ENSG00000162636	g	g.AD_TCX	0.55
ENSG00000109158	ENSG00000162636	a	a	0.55
ENSG00000109738	ENSG00000162636	a	a	0.54
ENSG00000085365	ENSG00000162636	g	g.AD_TCX	0.54
ENSG00000118402	ENSG00000162636	g	g.AD_TCX	0.54
ENSG00000172209	ENSG00000162636	g	g.AD_TCX	0.55
ENSG00000106299	ENSG00000162636	g	g.AD_TCX	0.55
ENSG00000186106	ENSG00000162636	g	g.AD_TCX	0.54
ENSG00000119318	ENSG00000162636	g	g.AD_TCX	0.53
ENSG00000149313	ENSG00000162636	a	a	0.55
ENSG00000156642	ENSG00000162636	g	g.AD_TCX	0.55
ENSG00000134265	ENSG00000162636	g	g.AD_TCX	0.55
ENSG00000061676	ENSG00000162636	a	a	0.54
ENSG00000113966	ENSG00000162636	a	a	0.54
ENSG00000005810	ENSG00000162636	g	g.AD_TCX	0.54
ENSG00000133943	ENSG00000162636	a	a	-0.53
ENSG00000117155	ENSG00000162636	g	g.AD_TCX	0.54
ENSG00000079785	ENSG00000162639	a	a	0.56
ENSG00000136531	ENSG00000162639	a	a	0.55
ENSG00000075790	ENSG00000162639	a	a	0.55
ENSG00000123570	ENSG00000162639	a	a	0.55
ENSG00000107758	ENSG00000162639	a	a	0.55
ENSG00000005249	ENSG00000162639	a	a	0.53
ENSG00000070961	ENSG00000162639	g	g.AD_TCX	0.55
ENSG00000163536	ENSG00000162639	a	a	0.54
ENSG00000109158	ENSG00000162639	a	a	0.54
ENSG00000109738	ENSG00000162639	a	a	0.54
ENSG00000085365	ENSG00000162639	a	a	0.55
ENSG00000118402	ENSG00000162639	g	g.AD_TCX	0.54
ENSG00000172209	ENSG00000162639	a	a	0.54
ENSG00000106299	ENSG00000162639	g	g.AD_TCX	0.55
ENSG00000186106	ENSG00000162639	a	a	0.54
ENSG00000119318	ENSG00000162639	g	g.AD_TCX	0.53
ENSG00000149313	ENSG00000162639	a	a	0.55
ENSG00000156642	ENSG00000162639	a	a	0.55
ENSG00000134265	ENSG00000162639	g	g.AD_TCX	0.55
ENSG00000061676	ENSG00000162639	a	a	0.54
ENSG00000113966	ENSG00000162639	g	g.AD_TCX	0.54
ENSG00000005810	ENSG00000162639	g	g.AD_TCX	0.53
ENSG00000133943	ENSG00000162639	a	a	-0.53
ENSG00000117155	ENSG00000162639	a	a	0.53
ENSG00000162636	ENSG00000162639	a	a	0.54
ENSG00000079785	ENSG00000138018	g	g.AD_TCX	0.55
ENSG00000136531	ENSG00000138018	g	g.AD_TCX	0.54
ENSG00000075790	ENSG00000138018	g	g.AD_TCX	0.54
ENSG00000123570	ENSG00000138018	g	g.AD_TCX	0.54
ENSG00000107758	ENSG00000138018	g	g.AD_TCX	0.55
ENSG00000005249	ENSG00000138018	g	g.AD_TCX	0.53
ENSG00000070961	ENSG00000138018	g	g.AD_TCX	0.55
ENSG00000163536	ENSG00000138018	g	g.AD_TCX	0.54
ENSG00000109158	ENSG00000138018	g	g.AD_TCX	0.54
ENSG00000109738	ENSG00000138018	g	g.AD_TCX	0.54
ENSG00000085365	ENSG00000138018	g	g.AD_TCX	0.55
ENSG00000118402	ENSG00000138018	g	g.AD_TCX	0.54
ENSG00000172209	ENSG00000138018	g	g.AD_TCX	0.54
ENSG00000106299	ENSG00000138018	g	g.AD_TCX	0.55
ENSG00000186106	ENSG00000138018	g	g.AD_TCX	0.55
ENSG00000119318	ENSG00000138018	g	g.AD_TCX	0.54
ENSG00000149313	ENSG00000138018	g	g.AD_TCX	0.56
ENSG00000156642	ENSG00000138018	g	g.AD_TCX	0.55
ENSG00000134265	ENSG00000138018	g	g.AD_TCX	0.55
ENSG00000061676	ENSG00000138018	g	g.AD_TCX	0.54
ENSG00000113966	ENSG00000138018	g	g.AD_TCX	0.53
ENSG00000133943	ENSG00000138018	g	g.AD_TCX	-0.53
ENSG00000117155	ENSG00000138018	g	g.AD_TCX	0.52
ENSG00000162636	ENSG00000138018	g	g.AD_TCX	0.54
ENSG00000162639	ENSG00000138018	g	g.AD_TCX	0.54
ENSG00000079785	ENSG00000239605	a	a	-0.53
ENSG00000136531	ENSG00000239605	a	a	-0.54
ENSG00000075790	ENSG00000239605	a	a	-0.53
ENSG00000123570	ENSG00000239605	g	g.AD_TCX	-0.53
ENSG00000107758	ENSG00000239605	a	a	-0.54
ENSG00000070961	ENSG00000239605	g	g.AD_TCX	-0.54
ENSG00000163536	ENSG00000239605	g	g.AD_TCX	-0.52
ENSG00000109158	ENSG00000239605	g	g.AD_TCX	-0.53
ENSG00000109738	ENSG00000239605	g	g.AD_TCX	-0.52
ENSG00000172209	ENSG00000239605	g	g.AD_TCX	-0.52
ENSG00000149313	ENSG00000239605	a	a	-0.52
ENSG00000156642	ENSG00000239605	g	g.AD_TCX	-0.54
ENSG00000134265	ENSG00000239605	g	g.AD_TCX	-0.52
ENSG00000117155	ENSG00000239605	g	g.AD_TCX	-0.52
ENSG00000138018	ENSG00000239605	g	g.AD_TCX	-0.51
ENSG00000079785	ENSG00000240553	a	a	0.53
ENSG00000136531	ENSG00000240553	a	a	0.55
ENSG00000123570	ENSG00000240553	g	g.AD_TCX	0.54
ENSG00000107758	ENSG00000240553	a	a	0.54
ENSG00000070961	ENSG00000240553	g	g.AD_TCX	0.55
ENSG00000163536	ENSG00000240553	g	g.AD_TCX	0.54
ENSG00000109158	ENSG00000240553	g	g.AD_TCX	0.54
ENSG00000109738	ENSG00000240553	g	g.AD_TCX	0.54
ENSG00000085365	ENSG00000240553	g	g.AD_TCX	0.53
ENSG00000118402	ENSG00000240553	g	g.AD_TCX	0.54
ENSG00000172209	ENSG00000240553	g	g.AD_TCX	0.53
ENSG00000106299	ENSG00000240553	g	g.AD_TCX	0.54
ENSG00000186106	ENSG00000240553	g	g.AD_TCX	0.53
ENSG00000149313	ENSG00000240553	g	g.AD_TCX	0.53
ENSG00000156642	ENSG00000240553	g	g.AD_TCX	0.55
ENSG00000134265	ENSG00000240553	g	g.AD_TCX	0.53
ENSG00000117155	ENSG00000240553	a	a	0.53
ENSG00000162636	ENSG00000240553	g	g.AD_TCX	0.54
ENSG00000162639	ENSG00000240553	g	g.AD_TCX	0.54
ENSG00000138018	ENSG00000240553	g	g.AD_TCX	0.52
ENSG00000239605	ENSG00000240553	g	g.AD_TCX	-0.51
ENSG00000079785	ENSG00000221823	a	a	0.55
ENSG00000136531	ENSG00000221823	a	a	0.56
ENSG00000075790	ENSG00000221823	a	a	0.55
ENSG00000123570	ENSG00000221823	g	g.AD_TCX	0.55
ENSG00000107758	ENSG00000221823	a	a	0.55
ENSG00000070961	ENSG00000221823	g	g.AD_TCX	0.56
ENSG00000163536	ENSG00000221823	g	g.AD_TCX	0.55
ENSG00000109158	ENSG00000221823	a	a	0.55
ENSG00000109738	ENSG00000221823	g	g.AD_TCX	0.55
ENSG00000085365	ENSG00000221823	g	g.AD_TCX	0.54
ENSG00000118402	ENSG00000221823	g	g.AD_TCX	0.54
ENSG00000172209	ENSG00000221823	g	g.AD_TCX	0.54
ENSG00000106299	ENSG00000221823	g	g.AD_TCX	0.55
ENSG00000186106	ENSG00000221823	g	g.AD_TCX	0.54
ENSG00000149313	ENSG00000221823	g	g.AD_TCX	0.54
ENSG00000156642	ENSG00000221823	g	g.AD_TCX	0.56
ENSG00000134265	ENSG00000221823	g	g.AD_TCX	0.55
ENSG00000061676	ENSG00000221823	a	a	0.54
ENSG00000113966	ENSG00000221823	g	g.AD_TCX	0.54
ENSG00000005810	ENSG00000221823	g	g.AD_TCX	0.54
ENSG00000133943	ENSG00000221823	a	a	-0.54
ENSG00000117155	ENSG00000221823	a	a	0.54
ENSG00000162636	ENSG00000221823	g	g.AD_TCX	0.55
ENSG00000162639	ENSG00000221823	g	g.AD_TCX	0.54
ENSG00000138018	ENSG00000221823	g	g.AD_TCX	0.54
ENSG00000239605	ENSG00000221823	g	g.AD_TCX	-0.54
ENSG00000240553	ENSG00000221823	g	g.AD_TCX	0.54
ENSG00000079785	ENSG00000196950	a	a	0.55
ENSG00000136531	ENSG00000196950	a	a	0.55
ENSG00000075790	ENSG00000196950	a	a	0.54
ENSG00000123570	ENSG00000196950	a	a	0.55
ENSG00000107758	ENSG00000196950	a	a	0.55
ENSG00000005249	ENSG00000196950	a	a	0.54
ENSG00000070961	ENSG00000196950	a	a	0.55
ENSG00000163536	ENSG00000196950	a	a	0.54
ENSG00000109158	ENSG00000196950	a	a	0.55
ENSG00000109738	ENSG00000196950	a	a	0.54
ENSG00000085365	ENSG00000196950	a	a	0.55
ENSG00000118402	ENSG00000196950	g	g.AD_TCX	0.54
ENSG00000172209	ENSG00000196950	a	a	0.54
ENSG00000106299	ENSG00000196950	a	a	0.55
ENSG00000186106	ENSG00000196950	a	a	0.54
ENSG00000119318	ENSG00000196950	g	g.AD_TCX	0.52
ENSG00000149313	ENSG00000196950	a	a	0.54
ENSG00000156642	ENSG00000196950	a	a	0.55
ENSG00000134265	ENSG00000196950	a	a	0.54
ENSG00000113966	ENSG00000196950	a	a	0.54
ENSG00000117155	ENSG00000196950	a	a	0.53
ENSG00000162636	ENSG00000196950	a	a	0.55
ENSG00000162639	ENSG00000196950	a	a	0.54
ENSG00000239605	ENSG00000196950	g	g.AD_TCX	-0.52
ENSG00000240553	ENSG00000196950	g	g.AD_TCX	0.52
ENSG00000221823	ENSG00000196950	g	g.AD_TCX	0.55
ENSG00000079785	ENSG00000183308	a	a	0.54
ENSG00000136531	ENSG00000183308	a	a	0.55
ENSG00000075790	ENSG00000183308	a	a	0.54
ENSG00000123570	ENSG00000183308	g	g.AD_TCX	0.54
ENSG00000107758	ENSG00000183308	a	a	0.54
ENSG00000005249	ENSG00000183308	a	a	0.53
ENSG00000070961	ENSG00000183308	a	a	0.56
ENSG00000163536	ENSG00000183308	a	a	0.54
ENSG00000109158	ENSG00000183308	a	a	0.55
ENSG00000109738	ENSG00000183308	g	g.AD_TCX	0.54
ENSG00000085365	ENSG00000183308	g	g.AD_TCX	0.53
ENSG00000118402	ENSG00000183308	a	a	0.54
ENSG00000172209	ENSG00000183308	g	g.AD_TCX	0.53
ENSG00000106299	ENSG00000183308	g	g.AD_TCX	0.54
ENSG00000186106	ENSG00000183308	g	g.AD_TCX	0.53
ENSG00000119318	ENSG00000183308	g	g.AD_TCX	0.52
ENSG00000149313	ENSG00000183308	g	g.AD_TCX	0.54
ENSG00000156642	ENSG00000183308	a	a	0.55
ENSG00000134265	ENSG00000183308	g	g.AD_TCX	0.54
ENSG00000061676	ENSG00000183308	a	a	0.54
ENSG00000113966	ENSG00000183308	g	g.AD_TCX	0.53
ENSG00000005810	ENSG00000183308	a	a	0.54
ENSG00000133943	ENSG00000183308	a	a	-0.53
ENSG00000117155	ENSG00000183308	a	a	0.53
ENSG00000162636	ENSG00000183308	a	a	0.54
ENSG00000162639	ENSG00000183308	a	a	0.53
ENSG00000138018	ENSG00000183308	g	g.AD_TCX	0.54
ENSG00000239605	ENSG00000183308	g	g.AD_TCX	-0.52
ENSG00000240553	ENSG00000183308	g	g.AD_TCX	0.53
ENSG00000221823	ENSG00000183308	a	a	0.55
ENSG00000196950	ENSG00000183308	a	a	0.53
ENSG00000079785	ENSG00000144635	a	a	0.56
ENSG00000136531	ENSG00000144635	g	g.AD_TCX	0.55
