Node.1	Node.2	Phi	Phi_tilde	wTO
ENSG00000163536	ENSG00000149313	a	a	0.55
ENSG00000112996	ENSG00000149313	a	a	0.55
ENSG00000085365	ENSG00000149313	a	a	0.56
ENSG00000225792	ENSG00000149313	a	a	0.55
ENSG00000172209	ENSG00000149313	a	a	0.55
ENSG00000106299	ENSG00000149313	a	a	0.55
ENSG00000186106	ENSG00000149313	a	a	0.55
ENSG00000119318	ENSG00000149313	a	a	0.55
ENSG00000115415	ENSG00000125249	a	a	0.54
ENSG00000104388	ENSG00000125249	g	g.Ctrl_TCX	0.53
ENSG00000103769	ENSG00000125249	a	a	0.53
ENSG00000142875	ENSG00000125249	a	a	0.53
ENSG00000143155	ENSG00000125249	a	a	0.54
ENSG00000079785	ENSG00000125249	a	a	0.56
ENSG00000136531	ENSG00000125249	a	a	0.53
ENSG00000075790	ENSG00000125249	a	a	0.54
ENSG00000123570	ENSG00000125249	a	a	0.54
ENSG00000107758	ENSG00000125249	a	a	0.52
ENSG00000139131	ENSG00000125249	a	a	0.54
ENSG00000085365	ENSG00000125249	a	a	0.54
ENSG00000225792	ENSG00000125249	a	a	0.53
ENSG00000172209	ENSG00000125249	a	a	0.53
ENSG00000149313	ENSG00000125249	a	a	0.55
ENSG00000115415	ENSG00000156642	a	a	0.54
ENSG00000079785	ENSG00000156642	a	a	0.54
ENSG00000136531	ENSG00000156642	a	a	0.54
ENSG00000114405	ENSG00000156642	a	a	0.54
ENSG00000075790	ENSG00000156642	a	a	0.52
ENSG00000123570	ENSG00000156642	a	a	0.54
ENSG00000107758	ENSG00000156642	a	a	0.54
ENSG00000139131	ENSG00000156642	a	a	0.55
ENSG00000149313	ENSG00000156642	a	a	0.53
ENSG00000115415	ENSG00000134265	a	a	0.55
ENSG00000104388	ENSG00000134265	a	a	0.54
ENSG00000103769	ENSG00000134265	a	a	0.53
ENSG00000142875	ENSG00000134265	a	a	0.54
ENSG00000143155	ENSG00000134265	a	a	0.55
ENSG00000079785	ENSG00000134265	a	a	0.56
ENSG00000119801	ENSG00000134265	a	a	0.53
ENSG00000136531	ENSG00000134265	a	a	0.54
ENSG00000075790	ENSG00000134265	a	a	0.55
ENSG00000123570	ENSG00000134265	a	a	0.54
ENSG00000107758	ENSG00000134265	a	a	0.53
ENSG00000139131	ENSG00000134265	a	a	0.54
ENSG00000112996	ENSG00000134265	a	a	0.54
ENSG00000085365	ENSG00000134265	a	a	0.55
ENSG00000225792	ENSG00000134265	a	a	0.54
ENSG00000172209	ENSG00000134265	a	a	0.54
ENSG00000186106	ENSG00000134265	a	a	0.54
ENSG00000149313	ENSG00000134265	a	a	0.55
ENSG00000125249	ENSG00000134265	a	a	0.54
ENSG00000115415	ENSG00000108094	a	a	0.55
ENSG00000142875	ENSG00000108094	a	a	0.53
ENSG00000079785	ENSG00000108094	a	a	0.55
ENSG00000136531	ENSG00000108094	a	a	0.53
ENSG00000075790	ENSG00000108094	a	a	0.54
ENSG00000107758	ENSG00000108094	a	a	0.53
ENSG00000139131	ENSG00000108094	a	a	0.53
ENSG00000115415	ENSG00000133943	a	a	-0.54
ENSG00000104388	ENSG00000133943	a	a	-0.53
ENSG00000079785	ENSG00000133943	a	a	-0.54
ENSG00000136531	ENSG00000133943	a	a	-0.53
ENSG00000114405	ENSG00000133943	a	a	-0.52
ENSG00000123570	ENSG00000133943	a	a	-0.53
ENSG00000107758	ENSG00000133943	a	a	-0.54
ENSG00000139131	ENSG00000133943	a	a	-0.53
ENSG00000163536	ENSG00000133943	a	a	-0.53
ENSG00000085365	ENSG00000133943	a	a	-0.52
ENSG00000106299	ENSG00000133943	a	a	-0.52
ENSG00000186106	ENSG00000133943	a	a	-0.53
ENSG00000156642	ENSG00000133943	a	a	-0.53
ENSG00000114573	ENSG00000162378	a	a	0.55
ENSG00000143155	ENSG00000162378	a	a	0.55
ENSG00000079785	ENSG00000162378	a	a	0.55
ENSG00000114405	ENSG00000162378	a	a	0.53
ENSG00000061918	ENSG00000162378	a	a	0.55
ENSG00000156735	ENSG00000162378	a	a	0.52
ENSG00000139131	ENSG00000162378	a	a	0.54
ENSG00000085433	ENSG00000162378	a	a	0.55
ENSG00000119318	ENSG00000162378	a	a	0.54
ENSG00000149313	ENSG00000162378	a	a	0.55
ENSG00000115415	ENSG00000162636	a	a	0.55
ENSG00000142875	ENSG00000162636	a	a	0.54
ENSG00000079785	ENSG00000162636	a	a	0.56
ENSG00000136531	ENSG00000162636	a	a	0.55
ENSG00000114405	ENSG00000162636	a	a	0.54
ENSG00000075790	ENSG00000162636	a	a	0.54
ENSG00000123570	ENSG00000162636	a	a	0.55
ENSG00000107758	ENSG00000162636	a	a	0.54
ENSG00000139131	ENSG00000162636	a	a	0.55
ENSG00000149313	ENSG00000162636	a	a	0.55
ENSG00000133943	ENSG00000162636	a	a	-0.52
ENSG00000115415	ENSG00000162639	a	a	0.54
ENSG00000104388	ENSG00000162639	g	g.Ctrl_TCX	0.54
ENSG00000142875	ENSG00000162639	a	a	0.53
ENSG00000143155	ENSG00000162639	a	a	0.54
ENSG00000079785	ENSG00000162639	a	a	0.55
ENSG00000119801	ENSG00000162639	a	a	0.53
ENSG00000136531	ENSG00000162639	a	a	0.54
ENSG00000114405	ENSG00000162639	a	a	0.54
ENSG00000075790	ENSG00000162639	a	a	0.53
ENSG00000123570	ENSG00000162639	a	a	0.55
ENSG00000107758	ENSG00000162639	a	a	0.54
ENSG00000139131	ENSG00000162639	a	a	0.55
ENSG00000163536	ENSG00000162639	a	a	0.53
ENSG00000112996	ENSG00000162639	a	a	0.52
ENSG00000085365	ENSG00000162639	a	a	0.53
ENSG00000225792	ENSG00000162639	a	a	0.54
ENSG00000172209	ENSG00000162639	a	a	0.53
ENSG00000186106	ENSG00000162639	a	a	0.54
ENSG00000149313	ENSG00000162639	a	a	0.54
ENSG00000156642	ENSG00000162639	a	a	0.54
ENSG00000133943	ENSG00000162639	a	a	-0.53
ENSG00000162636	ENSG00000162639	a	a	0.53
ENSG00000104388	ENSG00000143158	g	g.Ctrl_TCX	0.54
ENSG00000103769	ENSG00000143158	a	a	0.53
ENSG00000143155	ENSG00000143158	a	a	0.54
ENSG00000114405	ENSG00000143158	a	a	0.54
ENSG00000061918	ENSG00000143158	a	a	0.54
ENSG00000156735	ENSG00000143158	a	a	0.54
ENSG00000139131	ENSG00000143158	a	a	0.54
ENSG00000085433	ENSG00000143158	a	a	0.53
ENSG00000114573	ENSG00000232959	a	a	0.54
ENSG00000115415	ENSG00000077152	a	a	0.52
ENSG00000136531	ENSG00000077152	a	a	0.52
ENSG00000114405	ENSG00000077152	a	a	0.54
ENSG00000061918	ENSG00000077152	a	a	0.54
ENSG00000123570	ENSG00000077152	a	a	0.53
ENSG00000107758	ENSG00000077152	a	a	0.52
ENSG00000139131	ENSG00000077152	a	a	0.53
ENSG00000162639	ENSG00000077152	a	a	0.53
ENSG00000114573	ENSG00000237633	a	a	0.55
ENSG00000114405	ENSG00000237633	a	a	0.54
ENSG00000061918	ENSG00000237633	a	a	0.55
ENSG00000139131	ENSG00000237633	a	a	0.55
ENSG00000149313	ENSG00000237633	a	a	0.55
ENSG00000162378	ENSG00000237633	a	a	0.54
ENSG00000114573	ENSG00000138018	a	a	0.55
ENSG00000061918	ENSG00000138018	a	a	0.54
ENSG00000085433	ENSG00000138018	a	a	0.55
ENSG00000014641	ENSG00000138079	a	a	0.55
ENSG00000114573	ENSG00000138079	a	a	0.54
ENSG00000143155	ENSG00000138079	a	a	0.55
ENSG00000079785	ENSG00000138079	a	a	0.54
ENSG00000136531	ENSG00000138079	a	a	0.53
ENSG00000114405	ENSG00000138079	a	a	0.55
ENSG00000061918	ENSG00000138079	a	a	0.55
ENSG00000156735	ENSG00000138079	a	a	0.55
ENSG00000139131	ENSG00000138079	a	a	0.54
ENSG00000085433	ENSG00000138079	a	a	0.55
ENSG00000149313	ENSG00000138079	a	a	0.54
ENSG00000162378	ENSG00000138079	a	a	0.54
ENSG00000143158	ENSG00000138079	a	a	0.54
ENSG00000237633	ENSG00000138079	a	a	0.54
ENSG00000138018	ENSG00000138079	a	a	0.53
ENSG00000014641	ENSG00000138078	a	a	0.54
ENSG00000114573	ENSG00000138078	a	a	0.55
ENSG00000061918	ENSG00000138078	a	a	0.54
ENSG00000139131	ENSG00000138078	a	a	0.53
ENSG00000085433	ENSG00000138078	a	a	0.55
ENSG00000149313	ENSG00000138078	a	a	0.54
ENSG00000138079	ENSG00000138078	a	a	0.54
ENSG00000115415	ENSG00000239605	a	a	-0.54
ENSG00000079785	ENSG00000239605	a	a	-0.54
ENSG00000136531	ENSG00000239605	a	a	-0.53
ENSG00000075790	ENSG00000239605	a	a	-0.51
ENSG00000107758	ENSG00000239605	a	a	-0.53
ENSG00000139131	ENSG00000239605	a	a	-0.53
ENSG00000149313	ENSG00000239605	a	a	-0.52
ENSG00000115415	ENSG00000240553	a	a	0.55
ENSG00000079785	ENSG00000240553	a	a	0.54
ENSG00000136531	ENSG00000240553	a	a	0.53
ENSG00000075790	ENSG00000240553	g	g.Ctrl_TCX	0.51
ENSG00000107758	ENSG00000240553	a	a	0.53
ENSG00000139131	ENSG00000240553	a	a	0.53
ENSG00000115415	ENSG00000221823	a	a	0.54
ENSG00000079785	ENSG00000221823	a	a	0.54
ENSG00000136531	ENSG00000221823	a	a	0.53
ENSG00000075790	ENSG00000221823	a	a	0.51
ENSG00000107758	ENSG00000221823	a	a	0.54
ENSG00000133943	ENSG00000221823	a	a	-0.52
ENSG00000115415	ENSG00000196950	a	a	0.56
ENSG00000104388	ENSG00000196950	g	g.Ctrl_TCX	0.54
ENSG00000142875	ENSG00000196950	a	a	0.54
ENSG00000143155	ENSG00000196950	a	a	0.55
ENSG00000079785	ENSG00000196950	a	a	0.56
ENSG00000119801	ENSG00000196950	a	a	0.53
ENSG00000136531	ENSG00000196950	a	a	0.55
ENSG00000114405	ENSG00000196950	a	a	0.54
ENSG00000061918	ENSG00000196950	a	a	0.55
ENSG00000075790	ENSG00000196950	a	a	0.54
ENSG00000123570	ENSG00000196950	a	a	0.56
ENSG00000107758	ENSG00000196950	a	a	0.54
ENSG00000139131	ENSG00000196950	a	a	0.55
ENSG00000163536	ENSG00000196950	a	a	0.54
ENSG00000112996	ENSG00000196950	a	a	0.54
ENSG00000085365	ENSG00000196950	a	a	0.54
ENSG00000225792	ENSG00000196950	a	a	0.54
ENSG00000172209	ENSG00000196950	a	a	0.54
ENSG00000106299	ENSG00000196950	a	a	0.52
ENSG00000186106	ENSG00000196950	a	a	0.53
ENSG00000149313	ENSG00000196950	a	a	0.55
ENSG00000125249	ENSG00000196950	a	a	0.53
ENSG00000156642	ENSG00000196950	a	a	0.54
ENSG00000134265	ENSG00000196950	a	a	0.54
ENSG00000108094	ENSG00000196950	g	g.Ctrl_TCX	0.53
ENSG00000133943	ENSG00000196950	g	g.Ctrl_TCX	-0.52
ENSG00000162636	ENSG00000196950	a	a	0.54
ENSG00000162639	ENSG00000196950	a	a	0.53
ENSG00000115415	ENSG00000183308	a	a	0.55
ENSG00000142875	ENSG00000183308	a	a	0.53
ENSG00000079785	ENSG00000183308	a	a	0.54
ENSG00000136531	ENSG00000183308	a	a	0.55
ENSG00000075790	ENSG00000183308	a	a	0.53
ENSG00000107758	ENSG00000183308	a	a	0.54
ENSG00000139131	ENSG00000183308	a	a	0.53
ENSG00000163536	ENSG00000183308	a	a	0.53
ENSG00000156642	ENSG00000183308	a	a	0.53
ENSG00000108094	ENSG00000183308	a	a	0.52
ENSG00000133943	ENSG00000183308	a	a	-0.52
ENSG00000162636	ENSG00000183308	a	a	0.53
ENSG00000162639	ENSG00000183308	a	a	0.52
ENSG00000221823	ENSG00000183308	a	a	0.52
ENSG00000196950	ENSG00000183308	a	a	0.52
ENSG00000143158	ENSG00000116030	a	a	0.53
ENSG00000138079	ENSG00000116030	a	a	0.53
ENSG00000114573	ENSG00000178567	a	a	0.55
ENSG00000103769	ENSG00000178567	a	a	0.54
ENSG00000143155	ENSG00000178567	a	a	0.55
ENSG00000079785	ENSG00000178567	a	a	0.55
ENSG00000136531	ENSG00000178567	a	a	0.54
ENSG00000114405	ENSG00000178567	a	a	0.54
ENSG00000061918	ENSG00000178567	a	a	0.55
ENSG00000156735	ENSG00000178567	a	a	0.53
ENSG00000139131	ENSG00000178567	a	a	0.55
ENSG00000119318	ENSG00000178567	a	a	0.54
ENSG00000149313	ENSG00000178567	a	a	0.55
ENSG00000162378	ENSG00000178567	a	a	0.55
ENSG00000138079	ENSG00000178567	a	a	0.54
ENSG00000138078	ENSG00000178567	a	a	0.54
ENSG00000115415	ENSG00000114784	a	a	0.53
ENSG00000104388	ENSG00000114784	g	g.Ctrl_TCX	0.54
ENSG00000103769	ENSG00000114784	a	a	0.54
ENSG00000143155	ENSG00000114784	a	a	0.54
ENSG00000079785	ENSG00000114784	a	a	0.54
ENSG00000136531	ENSG00000114784	a	a	0.52
ENSG00000114405	ENSG00000114784	a	a	0.54
ENSG00000107758	ENSG00000114784	a	a	0.53
ENSG00000139131	ENSG00000114784	a	a	0.54
ENSG00000085365	ENSG00000114784	a	a	0.52
ENSG00000172209	ENSG00000114784	a	a	0.51
ENSG00000149313	ENSG00000114784	a	a	0.54
ENSG00000162639	ENSG00000114784	a	a	0.53
ENSG00000115415	ENSG00000163818	a	a	0.56
ENSG00000104388	ENSG00000163818	a	a	0.54
ENSG00000103769	ENSG00000163818	a	a	0.53
ENSG00000142875	ENSG00000163818	a	a	0.54
ENSG00000143155	ENSG00000163818	a	a	0.55
ENSG00000079785	ENSG00000163818	a	a	0.56
ENSG00000119801	ENSG00000163818	a	a	0.53
ENSG00000136531	ENSG00000163818	a	a	0.55
ENSG00000114405	ENSG00000163818	a	a	0.54
ENSG00000061918	ENSG00000163818	a	a	0.55
ENSG00000075790	ENSG00000163818	a	a	0.54
ENSG00000123570	ENSG00000163818	a	a	0.56
ENSG00000107758	ENSG00000163818	a	a	0.53
ENSG00000139131	ENSG00000163818	a	a	0.55
ENSG00000136404	ENSG00000163818	a	a	0.52
ENSG00000163536	ENSG00000163818	a	a	0.54
ENSG00000112996	ENSG00000163818	a	a	0.55
ENSG00000085365	ENSG00000163818	a	a	0.54
ENSG00000225792	ENSG00000163818	a	a	0.54
ENSG00000172209	ENSG00000163818	a	a	0.54
ENSG00000106299	ENSG00000163818	a	a	0.53
ENSG00000186106	ENSG00000163818	a	a	0.54
ENSG00000149313	ENSG00000163818	a	a	0.55
ENSG00000125249	ENSG00000163818	a	a	0.54
ENSG00000156642	ENSG00000163818	a	a	0.53
ENSG00000134265	ENSG00000163818	a	a	0.55
ENSG00000108094	ENSG00000163818	a	a	0.53
ENSG00000133943	ENSG00000163818	g	g.Ctrl_TCX	-0.52
ENSG00000162636	ENSG00000163818	a	a	0.54
ENSG00000162639	ENSG00000163818	a	a	0.53
ENSG00000221823	ENSG00000163818	a	a	0.51
ENSG00000196950	ENSG00000163818	a	a	0.54
ENSG00000183308	ENSG00000163818	a	a	0.53
ENSG00000114784	ENSG00000163818	a	a	0.51
ENSG00000014641	ENSG00000154174	a	a	0.54
ENSG00000114573	ENSG00000154174	a	a	0.55
ENSG00000104388	ENSG00000154174	a	a	0.55
ENSG00000103769	ENSG00000154174	a	a	0.54
ENSG00000143155	ENSG00000154174	a	a	0.56
ENSG00000079785	ENSG00000154174	a	a	0.55
ENSG00000119801	ENSG00000154174	a	a	0.54
ENSG00000114405	ENSG00000154174	a	a	0.54
ENSG00000061918	ENSG00000154174	a	a	0.55
