from	to	wTO
ENSG00000117298	ENSG00000092969	0.627906976744186
ENSG00000142961	ENSG00000092969	0.660738714090287
ENSG00000174021	ENSG00000092969	0.663474692202462
ENSG00000069702	ENSG00000092969	0.616963064295486
ENSG00000116815	ENSG00000092969	0.693570451436389
ENSG00000271810	ENSG00000092969	0.60328317373461
ENSG00000162733	ENSG00000092969	0.625170998632011
ENSG00000116132	ENSG00000092969	0.697674418604651
ENSG00000162889	ENSG00000092969	0.648426812585499
ENSG00000117298	ENSG00000143514	0.673050615595075
ENSG00000142961	ENSG00000143514	0.685362517099863
ENSG00000174021	ENSG00000143514	0.66484268125855
ENSG00000118292	ENSG00000143514	0.634746922024624
ENSG00000116815	ENSG00000143514	0.655266757865937
ENSG00000143416	ENSG00000143514	0.677154582763338
ENSG00000188643	ENSG00000143514	0.6703146374829
ENSG00000271810	ENSG00000143514	0.655266757865937
ENSG00000162733	ENSG00000143514	0.625170998632011
ENSG00000162889	ENSG00000143514	0.690834473324213
ENSG00000117592	ENSG00000143514	0.701778385772914
ENSG00000092969	ENSG00000143514	0.642954856361149
ENSG00000117298	ENSG00000143772	0.715458276333789
ENSG00000158195	ENSG00000143772	0.766073871409029
ENSG00000211452	ENSG00000143772	0.638850889192886
ENSG00000142961	ENSG00000143772	0.745554035567715
ENSG00000174021	ENSG00000143772	0.629274965800274
ENSG00000069702	ENSG00000143772	0.610123119015048
ENSG00000184371	ENSG00000143772	0.616963064295486
ENSG00000162733	ENSG00000143772	0.623803009575923
ENSG00000143178	ENSG00000143772	0.439124487004104
ENSG00000224536	ENSG00000143772	0.723666210670315
ENSG00000162889	ENSG00000143772	0.688098495212038
ENSG00000092969	ENSG00000143772	0.651162790697674
ENSG00000117298	ENSG00000182118	0.538987688098495
ENSG00000142961	ENSG00000182118	0.619699042407661
ENSG00000174021	ENSG00000182118	0.644322845417237
ENSG00000069702	ENSG00000182118	0.586867305061559
ENSG00000184371	ENSG00000182118	0.506155950752394
ENSG00000116815	ENSG00000182118	0.677154582763338
ENSG00000271810	ENSG00000182118	0.567715458276334
ENSG00000162733	ENSG00000182118	0.590971272229822
ENSG00000143178	ENSG00000182118	0.529411764705882
ENSG00000116132	ENSG00000182118	0.677154582763338
ENSG00000162889	ENSG00000182118	0.574555403556771
ENSG00000092969	ENSG00000182118	0.599179206566347
ENSG00000143514	ENSG00000182118	0.601915184678523
ENSG00000143772	ENSG00000182118	0.571819425444596
ENSG00000117298	ENSG00000143891	0.569083447332421
ENSG00000158195	ENSG00000143891	0.662106703146375
ENSG00000162367	ENSG00000143891	0.580027359781122
ENSG00000211452	ENSG00000143891	0.619699042407661
ENSG00000142961	ENSG00000143891	0.637482900136799
ENSG00000174021	ENSG00000143891	0.621067031463748
ENSG00000069702	ENSG00000143891	0.618331053351573
ENSG00000184371	ENSG00000143891	0.500683994528044
ENSG00000215915	ENSG00000143891	0.588235294117647
ENSG00000143458	ENSG00000143891	0.577291381668947
ENSG00000143178	ENSG00000143891	0.564979480164159
ENSG00000162889	ENSG00000143891	0.567715458276334
ENSG00000143772	ENSG00000143891	0.577291381668947
ENSG00000182118	ENSG00000143891	0.559507523939808
ENSG00000162367	ENSG00000068781	0.459644322845417
ENSG00000184371	ENSG00000068781	0.410396716826265
ENSG00000215915	ENSG00000068781	0.450068399452804
ENSG00000203721	ENSG00000068781	0.409028727770178
ENSG00000143891	ENSG00000068781	0.582763337893297
ENSG00000117298	ENSG00000168899	0.712722298221614
ENSG00000142961	ENSG00000168899	0.752393980848153
ENSG00000184371	ENSG00000168899	0.607387140902873
ENSG00000162733	ENSG00000168899	0.616963064295486
ENSG00000224536	ENSG00000168899	0.711354309165527
ENSG00000162889	ENSG00000168899	0.692202462380301
ENSG00000092969	ENSG00000168899	0.644322845417237
ENSG00000143772	ENSG00000168899	0.612859097127223
ENSG00000182118	ENSG00000168899	0.578659370725034
ENSG00000068781	ENSG00000168899	0.433652530779754
ENSG00000158195	ENSG00000049323	0.621067031463748
ENSG00000142961	ENSG00000049323	0.59781121751026
ENSG00000174021	ENSG00000049323	0.633378932968536
ENSG00000069702	ENSG00000049323	0.686730506155951
ENSG00000116815	ENSG00000049323	0.714090287277702
ENSG00000162733	ENSG00000049323	0.6593707250342
ENSG00000143178	ENSG00000049323	0.704514363885089
ENSG00000224536	ENSG00000049323	0.612859097127223
ENSG00000116132	ENSG00000049323	0.730506155950752
ENSG00000092969	ENSG00000049323	0.647058823529412
ENSG00000182118	ENSG00000049323	0.633378932968536
ENSG00000117298	ENSG00000168874	0.740082079343365
ENSG00000162367	ENSG00000168874	0.512995896032832
ENSG00000142961	ENSG00000168874	0.741450068399453
ENSG00000184371	ENSG00000168874	0.634746922024624
ENSG00000215915	ENSG00000168874	0.514363885088919
ENSG00000203721	ENSG00000168874	0.455540355677155
ENSG00000162889	ENSG00000168874	0.699042407660739
ENSG00000143772	ENSG00000168874	0.622435020519836
ENSG00000182118	ENSG00000168874	0.526675786593707
ENSG00000068781	ENSG00000168874	0.413132694938441
ENSG00000168899	ENSG00000168874	0.571819425444596
ENSG00000162733	ENSG00000115594	0.623803009575923
ENSG00000092969	ENSG00000115594	0.630642954856361
ENSG00000068781	ENSG00000115594	0.3406292749658
ENSG00000168899	ENSG00000115594	0.487004103967168
ENSG00000117298	ENSG00000115107	0.623803009575923
ENSG00000158195	ENSG00000115107	0.685362517099863
ENSG00000174021	ENSG00000115107	0.610123119015048
ENSG00000069702	ENSG00000115107	0.59233926128591
ENSG00000116815	ENSG00000115107	0.677154582763338
ENSG00000162733	ENSG00000115107	0.590971272229822
ENSG00000143178	ENSG00000115107	0.517099863201094
ENSG00000116132	ENSG00000115107	0.636114911080711
ENSG00000162889	ENSG00000115107	0.60875512995896
ENSG00000092969	ENSG00000115107	0.60875512995896
ENSG00000143772	ENSG00000115107	0.600547195622435
ENSG00000182118	ENSG00000115107	0.563611491108071
ENSG00000068781	ENSG00000115107	0.562243502051984
ENSG00000049323	ENSG00000115107	0.626538987688099
ENSG00000118292	ENSG00000135821	0.551299589603283
ENSG00000188643	ENSG00000135821	0.612859097127223
ENSG00000271810	ENSG00000135821	0.625170998632011
ENSG00000117592	ENSG00000135821	0.693570451436389
ENSG00000117298	ENSG00000243244	0.633378932968536
ENSG00000162367	ENSG00000243244	0.496580027359781
ENSG00000142961	ENSG00000243244	0.67578659370725
ENSG00000069702	ENSG00000243244	0.601915184678523
ENSG00000184371	ENSG00000243244	0.511627906976744
ENSG00000215915	ENSG00000243244	0.471956224350205
ENSG00000162733	ENSG00000243244	0.593707250341997
ENSG00000143178	ENSG00000243244	0.46922024623803
ENSG00000224536	ENSG00000243244	0.662106703146375
ENSG00000162889	ENSG00000243244	0.616963064295486
ENSG00000143772	ENSG00000243244	0.569083447332421
ENSG00000182118	ENSG00000243244	0.558139534883721
ENSG00000143891	ENSG00000243244	0.59233926128591
ENSG00000068781	ENSG00000243244	0.447332421340629
ENSG00000168899	ENSG00000243244	0.507523939808482
ENSG00000168874	ENSG00000243244	0.484268125854993
ENSG00000115594	ENSG00000243244	0.40218878248974
ENSG00000115107	ENSG00000243244	0.595075239398085
ENSG00000158195	ENSG00000115170	0.705882352941177
ENSG00000142961	ENSG00000115170	0.685362517099863
ENSG00000174021	ENSG00000115170	0.753761969904241
ENSG00000069702	ENSG00000115170	0.781121751025992
ENSG00000116815	ENSG00000115170	0.779753761969904
ENSG00000143514	ENSG00000115170	0.705882352941177
ENSG00000182118	ENSG00000115170	0.730506155950752
ENSG00000143891	ENSG00000115170	0.755129958960328
ENSG00000117298	ENSG00000144214	0.580027359781122
ENSG00000211452	ENSG00000144214	0.649794801641587
ENSG00000142961	ENSG00000144214	0.616963064295486
ENSG00000143458	ENSG00000144214	0.625170998632011
ENSG00000143178	ENSG00000144214	0.588235294117647
ENSG00000203721	ENSG00000144214	0.666210670314637
ENSG00000224536	ENSG00000144214	0.615595075239398
ENSG00000162889	ENSG00000144214	0.581395348837209
ENSG00000143772	ENSG00000144214	0.607387140902873
ENSG00000143891	ENSG00000144214	0.634746922024624
ENSG00000115170	ENSG00000144214	0.79343365253078
ENSG00000174021	ENSG00000042493	0.640218878248974
ENSG00000118292	ENSG00000042493	0.548563611491108
ENSG00000188643	ENSG00000042493	0.555403556771546
ENSG00000271810	ENSG00000042493	0.573187414500684
ENSG00000162733	ENSG00000042493	0.567715458276334
ENSG00000116132	ENSG00000042493	0.645690834473324
ENSG00000092969	ENSG00000042493	0.577291381668947
ENSG00000135821	ENSG00000042493	0.54172366621067
ENSG00000162367	ENSG00000136732	0.508891928864569
ENSG00000142961	ENSG00000136732	0.682626538987688
ENSG00000184371	ENSG00000136732	0.53077975376197
ENSG00000162889	ENSG00000136732	0.619699042407661
ENSG00000143772	ENSG00000136732	0.564979480164159
ENSG00000068781	ENSG00000136732	0.447332421340629
ENSG00000168899	ENSG00000136732	0.526675786593707
ENSG00000168874	ENSG00000136732	0.491108071135431
ENSG00000115594	ENSG00000136732	0.40218878248974
ENSG00000115107	ENSG00000136732	0.60875512995896
ENSG00000243244	ENSG00000136732	0.451436388508892
ENSG00000117298	ENSG00000003402	0.759233926128591
ENSG00000158195	ENSG00000003402	0.752393980848153
ENSG00000211452	ENSG00000003402	0.709986320109439
ENSG00000142961	ENSG00000003402	0.741450068399453
ENSG00000174021	ENSG00000003402	0.65389876880985
ENSG00000069702	ENSG00000003402	0.667578659370725
ENSG00000184371	ENSG00000003402	0.72093023255814
ENSG00000116815	ENSG00000003402	0.686730506155951
ENSG00000271810	ENSG00000003402	0.65389876880985
ENSG00000143458	ENSG00000003402	0.766073871409029
ENSG00000162733	ENSG00000003402	0.679890560875513
ENSG00000143178	ENSG00000003402	0.581395348837209
ENSG00000224536	ENSG00000003402	0.749658002735978
ENSG00000162889	ENSG00000003402	0.756497948016416
ENSG00000143772	ENSG00000003402	0.763337893296854
ENSG00000182118	ENSG00000003402	0.640218878248974
ENSG00000143891	ENSG00000003402	0.678522571819425
ENSG00000168899	ENSG00000003402	0.748290013679891
ENSG00000049323	ENSG00000003402	0.634746922024624
ENSG00000115170	ENSG00000003402	0.725034199726402
ENSG00000144214	ENSG00000003402	0.681258549931601
ENSG00000142961	ENSG00000091409	0.712722298221614
ENSG00000174021	ENSG00000091409	0.73187414500684
ENSG00000069702	ENSG00000091409	0.74281805745554
ENSG00000116815	ENSG00000091409	0.727770177838577
ENSG00000162733	ENSG00000091409	0.741450068399453
ENSG00000116132	ENSG00000091409	0.746922024623803
ENSG00000162889	ENSG00000091409	0.694938440492476
ENSG00000092969	ENSG00000091409	0.740082079343365
ENSG00000143514	ENSG00000091409	0.723666210670315
ENSG00000143772	ENSG00000091409	0.700410396716826
ENSG00000182118	ENSG00000091409	0.719562243502052
ENSG00000049323	ENSG00000091409	0.729138166894665
ENSG00000115107	ENSG00000091409	0.692202462380301
ENSG00000042493	ENSG00000091409	0.707250341997264
ENSG00000117298	ENSG00000250116	0.481532147742818
ENSG00000158195	ENSG00000250116	0.581395348837209
ENSG00000162367	ENSG00000250116	0.545827633378933
ENSG00000142961	ENSG00000250116	0.549931600547196
ENSG00000174021	ENSG00000250116	0.652530779753762
ENSG00000069702	ENSG00000250116	0.636114911080711
ENSG00000116815	ENSG00000250116	0.719562243502052
ENSG00000162733	ENSG00000250116	0.616963064295486
ENSG00000224536	ENSG00000250116	0.549931600547196
ENSG00000116132	ENSG00000250116	0.759233926128591
ENSG00000162889	ENSG00000250116	0.532147742818057
ENSG00000092969	ENSG00000250116	0.607387140902873
ENSG00000143514	ENSG00000250116	0.566347469220246
ENSG00000143772	ENSG00000250116	0.551299589603283
ENSG00000182118	ENSG00000250116	0.589603283173735
ENSG00000143891	ENSG00000250116	0.615595075239398
ENSG00000049323	ENSG00000250116	0.703146374829001
ENSG00000115107	ENSG00000250116	0.547195622435021
ENSG00000115170	ENSG00000250116	0.820793433652531
ENSG00000003402	ENSG00000250116	0.615595075239398
ENSG00000091409	ENSG00000250116	0.749658002735978
ENSG00000117298	ENSG00000132329	0.738714090287278
ENSG00000142961	ENSG00000132329	0.738714090287278
ENSG00000174021	ENSG00000132329	0.627906976744186
ENSG00000069702	ENSG00000132329	0.607387140902873
ENSG00000184371	ENSG00000132329	0.708618331053352
ENSG00000116815	ENSG00000132329	0.666210670314637
ENSG00000143458	ENSG00000132329	0.729138166894665
ENSG00000143178	ENSG00000132329	0.512995896032832
ENSG00000224536	ENSG00000132329	0.719562243502052
ENSG00000162889	ENSG00000132329	0.715458276333789
ENSG00000143772	ENSG00000132329	0.72093023255814
ENSG00000182118	ENSG00000132329	0.563611491108071
ENSG00000143891	ENSG00000132329	0.626538987688099
ENSG00000168899	ENSG00000132329	0.701778385772914
ENSG00000049323	ENSG00000132329	0.604651162790698
ENSG00000168874	ENSG00000132329	0.722298221614227
ENSG00000115170	ENSG00000132329	0.686730506155951
ENSG00000144214	ENSG00000132329	0.630642954856361
ENSG00000136732	ENSG00000132329	0.645690834473324
ENSG00000003402	ENSG00000132329	0.759233926128591
ENSG00000250116	ENSG00000132329	0.556771545827633
ENSG00000069702	ENSG00000003436	0.633378932968536
ENSG00000116132	ENSG00000003436	0.72640218878249
ENSG00000182118	ENSG00000003436	0.564979480164159
ENSG00000068781	ENSG00000003436	0.506155950752394
ENSG00000115594	ENSG00000003436	0.51983584131327
ENSG00000243244	ENSG00000003436	0.504787961696306
ENSG00000091409	ENSG00000003436	0.73187414500684
ENSG00000117298	ENSG00000079308	0.746922024623803
ENSG00000158195	ENSG00000079308	0.72093023255814
ENSG00000142961	ENSG00000079308	0.718194254445965
ENSG00000162889	ENSG00000079308	0.682626538987688
ENSG00000143772	ENSG00000079308	0.607387140902873
ENSG00000168874	ENSG00000079308	0.622435020519836
ENSG00000132329	ENSG00000079308	0.693570451436389
ENSG00000184371	ENSG00000155760	0.596443228454172
ENSG00000068781	ENSG00000155760	0.372093023255814
ENSG00000168899	ENSG00000155760	0.571819425444596
ENSG00000243244	ENSG00000155760	0.437756497948016
ENSG00000136732	ENSG00000155760	0.459644322845417
ENSG00000117298	ENSG00000067066	0.53625170998632
ENSG00000158195	ENSG00000067066	0.627906976744186
ENSG00000142961	ENSG00000067066	0.595075239398085
ENSG00000069702	ENSG00000067066	0.622435020519836
ENSG00000116815	ENSG00000067066	0.72093023255814
ENSG00000162733	ENSG00000067066	0.606019151846785
ENSG00000143178	ENSG00000067066	0.600547195622435
ENSG00000116132	ENSG00000067066	0.733242134062928
ENSG00000162889	ENSG00000067066	0.566347469220246
ENSG00000092969	ENSG00000067066	0.607387140902873
ENSG00000143772	ENSG00000067066	0.584131326949384
ENSG00000182118	ENSG00000067066	0.577291381668947
ENSG00000049323	ENSG00000067066	0.692202462380301
ENSG00000115107	ENSG00000067066	0.575923392612859
ENSG00000243244	ENSG00000067066	0.584131326949384
ENSG00000115170	ENSG00000067066	0.792065663474692
ENSG00000003402	ENSG00000067066	0.652530779753762
ENSG00000091409	ENSG00000067066	0.741450068399453
ENSG00000250116	ENSG00000067066	0.645690834473324
ENSG00000003436	ENSG00000067066	0.629274965800274
ENSG00000117298	ENSG00000154783	0.6703146374829
ENSG00000158195	ENSG00000154783	0.686730506155951
ENSG00000162367	ENSG00000154783	0.518467852257182
ENSG00000211452	ENSG00000154783	0.614227086183311
ENSG00000142961	ENSG00000154783	0.696306429548564
ENSG00000069702	ENSG00000154783	0.554035567715458
ENSG00000143458	ENSG00000154783	0.564979480164159
ENSG00000162733	ENSG00000154783	0.556771545827633
ENSG00000143178	ENSG00000154783	0.430916552667579
ENSG00000224536	ENSG00000154783	0.678522571819425
ENSG00000162889	ENSG00000154783	0.632010943912449
ENSG00000092969	ENSG00000154783	0.577291381668947
ENSG00000143772	ENSG00000154783	0.569083447332421
ENSG00000182118	ENSG00000154783	0.538987688098495
ENSG00000143891	ENSG00000154783	0.556771545827633
ENSG00000068781	ENSG00000154783	0.504787961696306
ENSG00000168899	ENSG00000154783	0.533515731874145
ENSG00000243244	ENSG00000154783	0.521203830369357
ENSG00000136732	ENSG00000154783	0.558139534883721
ENSG00000003402	ENSG00000154783	0.678522571819425
ENSG00000132329	ENSG00000154783	0.6593707250342
ENSG00000079308	ENSG00000154783	0.548563611491108
ENSG00000162367	ENSG00000163513	0.59781121751026
ENSG00000142961	ENSG00000163513	0.625170998632011
ENSG00000069702	ENSG00000163513	0.618331053351573
ENSG00000184371	ENSG00000163513	0.51983584131327
ENSG00000116815	ENSG00000163513	0.707250341997264
ENSG00000162733	ENSG00000163513	0.614227086183311
ENSG00000116132	ENSG00000163513	0.718194254445965
ENSG00000162889	ENSG00000163513	0.596443228454172
ENSG00000092969	ENSG00000163513	0.619699042407661
ENSG00000143772	ENSG00000163513	0.606019151846785
ENSG00000182118	ENSG00000163513	0.582763337893297
ENSG00000168899	ENSG00000163513	0.595075239398085
ENSG00000049323	ENSG00000163513	0.671682626538988
ENSG00000168874	ENSG00000163513	0.552667578659371
ENSG00000115107	ENSG00000163513	0.581395348837209
ENSG00000003402	ENSG00000163513	0.671682626538988
ENSG00000091409	ENSG00000163513	0.744186046511628
ENSG00000250116	ENSG00000163513	0.627906976744186
ENSG00000003436	ENSG00000163513	0.612859097127223
ENSG00000155760	ENSG00000163513	0.588235294117647
ENSG00000067066	ENSG00000163513	0.611491108071135
ENSG00000154783	ENSG00000163513	0.537619699042408
ENSG00000117298	ENSG00000144791	0.649794801641587
ENSG00000158195	ENSG00000144791	0.711354309165527
ENSG00000162367	ENSG00000144791	0.648426812585499
ENSG00000211452	ENSG00000144791	0.641586867305062
ENSG00000142961	ENSG00000144791	0.693570451436389
ENSG00000174021	ENSG00000144791	0.610123119015048
ENSG00000184371	ENSG00000144791	0.611491108071135
ENSG00000116815	ENSG00000144791	0.688098495212038
ENSG00000143458	ENSG00000144791	0.644322845417237
ENSG00000143178	ENSG00000144791	0.556771545827633
ENSG00000224536	ENSG00000144791	0.677154582763338
ENSG00000162889	ENSG00000144791	0.637482900136799
ENSG00000143772	ENSG00000144791	0.648426812585499
ENSG00000182118	ENSG00000144791	0.562243502051984
ENSG00000143891	ENSG00000144791	0.606019151846785
ENSG00000168874	ENSG00000144791	0.641586867305062
ENSG00000144214	ENSG00000144791	0.614227086183311
ENSG00000003402	ENSG00000144791	0.714090287277702
ENSG00000250116	ENSG00000144791	0.562243502051984
ENSG00000132329	ENSG00000144791	0.67578659370725
ENSG00000079308	ENSG00000144791	0.595075239398085
ENSG00000067066	ENSG00000144791	0.590971272229822
ENSG00000154783	ENSG00000144791	0.651162790697674
ENSG00000117298	ENSG00000153551	0.499316005471956
ENSG00000158195	ENSG00000153551	0.581395348837209
ENSG00000142961	ENSG00000153551	0.564979480164159
ENSG00000174021	ENSG00000153551	0.614227086183311
ENSG00000069702	ENSG00000153551	0.59781121751026
ENSG00000116815	ENSG00000153551	0.704514363885089
ENSG00000162733	ENSG00000153551	0.580027359781122
ENSG00000143178	ENSG00000153551	0.626538987688099
ENSG00000162889	ENSG00000153551	0.534883720930233
ENSG00000092969	ENSG00000153551	0.574555403556771
ENSG00000143514	ENSG00000153551	0.544459644322845
ENSG00000182118	ENSG00000153551	0.570451436388509
ENSG00000143891	ENSG00000153551	0.599179206566347
ENSG00000068781	ENSG00000153551	0.60875512995896
ENSG00000049323	ENSG00000153551	0.681258549931601
ENSG00000115107	ENSG00000153551	0.574555403556771
ENSG00000243244	ENSG00000153551	0.590971272229822
ENSG00000115170	ENSG00000153551	0.760601915184679
ENSG00000003402	ENSG00000153551	0.606019151846785
ENSG00000091409	ENSG00000153551	0.714090287277702
ENSG00000250116	ENSG00000153551	0.614227086183311
ENSG00000132329	ENSG00000153551	0.547195622435021
ENSG00000067066	ENSG00000153551	0.599179206566347
ENSG00000154783	ENSG00000153551	0.552667578659371
ENSG00000163513	ENSG00000153551	0.586867305061559
ENSG00000144791	ENSG00000153551	0.582763337893297
ENSG00000142961	ENSG00000068001	0.707250341997264
ENSG00000188643	ENSG00000068001	0.510259917920657
ENSG00000162889	ENSG00000068001	0.636114911080711
ENSG00000092969	ENSG00000068001	0.625170998632011
ENSG00000143772	ENSG00000068001	0.554035567715458
ENSG00000182118	ENSG00000068001	0.581395348837209
ENSG00000068781	ENSG00000068001	0.355677154582763
ENSG00000115107	ENSG00000068001	0.563611491108071
ENSG00000243244	ENSG00000068001	0.421340629274966
ENSG00000003436	ENSG00000068001	0.436388508891929
ENSG00000117298	ENSG00000010327	0.65389876880985
ENSG00000162367	ENSG00000010327	0.495212038303694
ENSG00000142961	ENSG00000010327	0.716826265389877
ENSG00000184371	ENSG00000010327	0.544459644322845
ENSG00000162733	ENSG00000010327	0.622435020519836
ENSG00000162889	ENSG00000010327	0.649794801641587
ENSG00000092969	ENSG00000010327	0.645690834473324
ENSG00000143772	ENSG00000010327	0.580027359781122
ENSG00000182118	ENSG00000010327	0.589603283173735
ENSG00000168899	ENSG00000010327	0.544459644322845
ENSG00000115594	ENSG00000010327	0.366621067031464
ENSG00000115107	ENSG00000010327	0.59233926128591
ENSG00000243244	ENSG00000010327	0.40766073871409
ENSG00000136732	ENSG00000010327	0.414500683994528
ENSG00000079308	ENSG00000010327	0.514363885088919
ENSG00000155760	ENSG00000010327	0.476060191518468
ENSG00000154783	ENSG00000010327	0.482900136798906
ENSG00000163513	ENSG00000010327	0.614227086183311
ENSG00000144791	ENSG00000010327	0.621067031463748
ENSG00000153551	ENSG00000010327	0.571819425444596
ENSG00000068001	ENSG00000010327	0.476060191518468
ENSG00000068781	ENSG00000144837	0.352941176470588
ENSG00000168874	ENSG00000144837	0.432284541723666
ENSG00000003436	ENSG00000144837	0.510259917920657
ENSG00000163513	ENSG00000144837	0.612859097127223
ENSG00000188643	ENSG00000135744	0.599179206566347
ENSG00000271810	ENSG00000135744	0.632010943912449
ENSG00000162733	ENSG00000135744	0.585499316005472
ENSG00000117592	ENSG00000135744	0.703146374829001
ENSG00000143514	ENSG00000135744	0.67578659370725
ENSG00000135821	ENSG00000135744	0.60875512995896
ENSG00000158195	ENSG00000163840	0.658002735978112
ENSG00000162367	ENSG00000163840	0.53625170998632
ENSG00000142961	ENSG00000163840	0.651162790697674
ENSG00000174021	ENSG00000163840	0.667578659370725
ENSG00000069702	ENSG00000163840	0.599179206566347
ENSG00000116815	ENSG00000163840	0.682626538987688
ENSG00000188643	ENSG00000163840	0.528043775649795
ENSG00000271810	ENSG00000163840	0.569083447332421
ENSG00000162733	ENSG00000163840	0.611491108071135
ENSG00000116132	ENSG00000163840	0.685362517099863
ENSG00000162889	ENSG00000163840	0.581395348837209
ENSG00000092969	ENSG00000163840	0.625170998632011
ENSG00000143514	ENSG00000163840	0.637482900136799
ENSG00000143772	ENSG00000163840	0.543091655266758
ENSG00000182118	ENSG00000163840	0.578659370725034
